tweet,location
"@KrisNair1 When employment is scarce, people will not be diverted by temple politics.

Indian citizens are still smart enough to realize this",Delhi
"Can you please remove the political questions from exam?...if you watch indian politics closely...you will be depressed.😔
#exams #RRB
#PMOIndia #BiharBoard",Ahmedabad
"Agreed 👍 , punishment is Necessary - Zero tolerance -Pls don't play defensive role in Indian politics @RahulGandhi 🙏🌹",Jaipur
"Even after having enough evidence against @ArvindKejriwal  @AmitShah and @narendramodi is going soft on this #LieMaster 

@ArvindKejriwal is a scam in Indian politics, should be uprooted for civility and honest politics in India 
 https://t.co/96kiO7zUom",Ahmedabad
"@AamAadmiParty Is there any politician without shabby record and not  corrupted in the history of Indian Politics? You can not hint a name ever.After all it is politics!The definition of ""democracy.""",Hyderabad
"Watch this politically insightful episode of Shut Up Ya Kunal (@kunalkamra88) where Minister @KTRBRS speaks of Indian politics, economy of the State and much more. 

https://t.co/5rGy6OHFuY",Bengaluru
"Expenditure on the popularization of 6 Indian Classical Languages
#Sanskrit : 600 crores
#Tamil : 25 crores
#Kannada : 4 crores 
#Telugu : 4 crores
#Malayalam : 0
#Odiya : 0
#BJP the most prejudiced Political party ever in history of Indian politics
#Hypocrisy",Delhi
"@jothims
GANDHIJI's HEAVEN VOICE
@TimesNow
hope it's a forward message but WORTH and EXPOSING the TRUTH
@republic
Respected INDIAN CITIZENS 
NAMASKAAR 
I am the ORIGINAL GANDHI
None of my RELATIVES are in POLITICS
Beware of FAKE GANDHI'S
@INCIndia @priyankagandhi @RahulGandhi https://t.co/VmMQzb4Pnt",Delhi
@Cricketracker Team which was lead by the captain who was the most deserving player in Indian team but politics let him down 🥺💕,Ahmedabad
"@listen2dil It’s not just the crowd but Lokesh is the finest politician ever in Indian politics. Educated and experienced with highest possible degree even the most elite of society can only dream of. Good, simple down to earth and empathetic human in-spite of the most privileged back ground",Lucknow
😅😃😃🤣🤣🤣🤣🤣liar liar liar. Even small kid of India know he is biggest liar in Indian politics,Mumbai
"@TamizhanStock @AmmU_MaanU @realitycheckind Agreed,no one will care about Anbil, even if he is disqualified(just for hypothetical example).Indian politics is hugely hierarchical,unless RG,Stalin, or any party owner is impacted no one protests. Anbil,PTR etc will lose deposit without DMK ticket",Chennai
Yeah …. But one can’t mind his own tongue in name of politics ? Is it that hard ? Or are you that desperate ?,Hyderabad
"@INDIA TODAY,Shiv Aroor,""Sarvarkar Row""Facts can never be denied or adultrated but Indian politics is a different Ball game which has to be managed without annoying any community or its Ideology.Bjp is an exception,it has right to criticise anybody nd everybody,no holds-barred",Lucknow
@Qamarcheema USA not interface Indian internal politics see his on backyard.,Ahmedabad
@ShobanaRaviNews Not only TN politics but Indian Politics,Kolkata
@republic US should keep out of Indian politics. Has money changed hands??,Mumbai
"@pbhushan1 To stay in Indian politics,it will not be enough to look like Indira Gandhi",Jaipur
"@MandeepBajwa Dignity, grace, elegance, humility, kindness, truthfulness, compassion, transparency, honesty — one gets these qualities from one’s genes, upbringing and education. Very few have these qualities. In politics these are found in rarest of the rare.",Bengaluru
"@smart__Indian @CriipticGirl PC's latest statement on bollywood
 She said that people in bollywood cornered out, played politics, etc.",Pune
You mean as it is happening in Indian politics now. #BullyingOpposition,Jaipur
@PTI_News If BJP is not doing vote bank politics then what is this ? https://t.co/rgo9d6hTe1,Mumbai
"@republic So, Rahul seeking intervention of US,UK in Indian politics proved again",Ahmedabad
"@DRHEMLATA3 Yes, we the hardworking taxpaying youth of India stand with the Indian prince and one day we all will see his comeback in national politics. Till then let him enjoy Thailand, Amsterdam trips.",Chennai
"My husband had to leave his job
in Heritage School Gurgaon due
to the politics of a leader of the
Church coir Mr.Noel and the then
American principal Ms Kay. My
husband was told that Indian
Music is not required in Heritage School,the owners were Manish Jain.Alas Jainies.",Delhi
"@MahadeoSeems I have stayed in SA for quite long. Left in before Covid. I know what kind politics/ racism exist there.

 Somehow I landed in ur TL while seeing Black vs Indian msg. 

Btw yeah none of my business now. U can continue with ur fight 👍",Bengaluru
"@Sydusm Divided diversity based on religion caste class language, etc ..cannot get united.... which is the most fertile ground for politics...",Chennai
"@MrsGandhi Dear Priti 

All political parties and Indian politician have 2 faces....

All r naked in bathroom and Indian politics ....",Hyderabad
"Bansuri Swaraj,the famous lawyer of SupremeCourt of India has been appointed as the Co-convener of the Legal Cell of the Bhartiya Janta Party, Delhi. She is the daughter of Shraddheya Sushma Swaraj Ji,the iconic woman figure of Indian politics. Congratulations @BansuriSwaraj Ji. https://t.co/hZKHo02PKF",Chennai
"@newalkar_uday Divided diversity based on religion caste class language, etc ..cannot get united.... which is the most fertile ground for politics...",Bengaluru
Is the Gandhi family a mole of NATO &amp; China in Indian politics given the response the SOS of Raulbaba evoked. Just asking,Chennai
@sardesairajdeep @PChidambaram_IN someone in Congress higher up wants  RG beyond boundary line of Indian politics. Make your guess.,Pune
"Countdown of Gandhi Dynasty occupation in Delhi.
Rahul Gandhi got notice to vacate  Govt Bangalow.
Priyanka Vadra already ousted.
Sonia Gandhi will have limited time to occupy 10 Janpath.
Soon, the family will lose all its sheen n power in Congress n Indian politics.",Jaipur
"Respected Indian Citizens, Namaskaar🙏I am the original Gandhi. I have no branches or franchises. None of my relatives are in politics. Beware of fake Gandhi's. Take care🙏 https://t.co/vF9N58nMQE",Mumbai
@khanumarfa It’s lonely for every Indian who thinks like Rahul and believes in a different kind of politics. It’s lonely because one is not seeing any light at the end of the tunnel built by the BJP,Pune
"@AapKaGopalRai What will be the outcome of this??

Each day AAP is touching new low in Indian politics..

I repeat, Congress is much better than AAP.",Kolkata
@ANI Now this guy is irrelevant in Indian politics ! just ignore him,Delhi
There is a possibility that the Italian was planted in Indian politics...right in PM house.,Bengaluru
@MrSharma987 @love_liv_laf This black attire is a bad culture brought by Dravidan politics.Sad that the same is accepted in North Indian politics too.,Bengaluru
"@PostcardKannada @Ramacha88306133 Priyanka following her brother in hate on Modi, this mindset of her take her to bottom of Indian politics, in UP her home state tottaly dynasty family washed out because thier arrogance.",Lucknow
@Enraged_Indian And there are people who will go and vote them to power....that's  the sad part.. ....educated  ppl also fall for such dirty politics...🙄🙄,Chennai
"@JAGANBRS @KTRBRS @KonathamDileep @Nithinsatya76 @DharaniBRS @zoo_bear @BRSparty @KTR_News @Nallabalu1 @umasudhir @TheNaveena Why only central Govt works to be blamed?. How much has been taken for VIDYANAGAR,  RTC X RD, INDIRA PARK ROAD?? How many accidents occured?.  Is it not.more than 3 years ? These r all Indian politics... Irrespective of the party.. should be bared. No chep tactics pls...",Jaipur
@rohan_rohit Ohhh plz stop this nautanki a person who is supporting the family and bafoon has no concern for the country you defended his attempt to involve foreign power in Indian politics and now this.,Lucknow
"@MumbaichaDon Even Priyanka Vadra also wants the same Fate for Rahul , She is playing every Game which will finish Rahul in Indian Politics &amp; She will rule all the Slaves of 10 Janpath in the name of Bhai ka Sacrifice !!",Ahmedabad
"@prakashraaj Your career as a joker was great, Prakash... Never thought you had restarted by getting into politics.. keep it up..",Mumbai
"@Gabbar0099 Why muslim is used to qualify an Indian girl, you guys just go on and on dividing people like this because of the idiocy of identity politics.....shame on you",Mumbai
"#SoundAndFury by Karan Thapar is featured in the Showcase section of @frontline_india 
""A sharp selection of interviews by the famed and feared Karan Thapar with the best Indian minds on power, politics, security, economics, and culture."" https://t.co/A2QSaUii7R",Ahmedabad
"@MahuaMoitra Yeah they dance when indian origin bcomes pm, ceo with foriegn citizenship in foreign country bt doubt on foreign-origin indian citizen....so as always for them origin, religion, caste n dirty politics comes before country b4 India🤷🏻‍♀️now who is anti-national here🤨",Jaipur
A Detailed Yet APT Analysis Of Happennings In Indian Politics -Truth of RaGa’s Popularity Capital vis-a-vis MoDani Lies. Kudos Paul.,Hyderabad
"@TajinderBagga @dtptraffic Tajinder is such a ""Vella"".... @BJP4Delhi ne bhi kis kis ko kya kya kaam de rakha hai... 
@TajinderBagga BJP ka Berozgaar
BJP absolutely has no business in Delhi politics Thanks @AamAadmiParty @ArvindKejriwal",Ahmedabad
"@MahuaMoitra That was the quote from Chankya,  we know you are trying to help your future employer but don’t attribute this to bjp. Sonia Gandhi took indian citizenship only in 83-84 when rajeev joined politics.",Hyderabad
"Indian National Congress : LIVE: Press Conference by Shri Ashok Chavan in Hyderabad, Telangana. https://t.co/wlqPoDlZXz : March 28, 2023 at 03:47PM",Pune
"@ProudElephantUS And USA is poking its nose in Indian politics for no reasons without knowing the facts of a law-breaking MP whom the court has convinced and disqualified from his MP status. 
Better to safeguard your kids and citizens in schools first instead of lecturing on democracy!",Jaipur
@lwttle_freak @Im_Aanya This person is the daughter of one of the most Influential people in Indian politics 😭,Kolkata
@DerekJGrossman As an Indian even though I don't support whatever BJP is doing rn but it's a India's internal politics US should refrain from commenting on  it. It's not going to do any good to relations plus public is sensitive regarding such thing here.,Jaipur
... Jay. Bhim. Nmo. Buday. The. Indian. Politics. News. Nvin. Kumar. Nndn. From. Infornt. Of. Parliament. Best. Speechess.. Anurag. Yojna. I. Saprt. You.. Jay. Hind. Jay. Bharat. Jay. Sambhidhan. 👍🍓🇮🇳🇮🇳🇮🇳🇮🇳https://t.co/wQe8bQeE2k,Hyderabad
